,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5
1258,B,False,871530000000.0,363860000000.0,873370000000.0,2070000000000.0,1365100000000.0
1259,B,True,1685600000000.0,981530000000.0,1920800000000.0,2208400000000.0,1734800000000.0
1260,B,False,1168800000000.0,1314100000000.0,1014400000000.0,1205700000000.0,1370300000000.0
1261,B,False,4169500000000.0,3204800000000.0,3026400000000.0,3810900000000.0,4181500000000.0
1262,B,False,1073000000000.0,1334800000000.0,1138400000000.0,998430000000.0,1428300000000.0
1263,B,False,2266800000000.0,2951900000000.0,2047500000000.0,2700300000000.0,1670700000000.0
1264,B,False,149560000000.0,139040000000.0,223070000000.0,130850000000.0,154920000000.0
1265,B,False,1069600000000.0,1229300000000.0,1093000000000.0,951390000000.0,1016000000000.0
1266,B,True,423040000000.0,643130000000.0,1259300000000.0,977830000000.0,1057900000000.0
1267,B,False,1141600000000.0,902830000000.0,1378100000000.0,935720000000.0,1085600000000.0
1268,B,False,694560000000.0,625560000000.0,911510000000.0,793810000000.0,905260000000.0
1269,B,False,3181500000000.0,3514300000000.0,3419700000000.0,2500500000000.0,3083500000000.0
1270,B,False,2307000000000.0,2524800000000.0,2513100000000.0,2940900000000.0,3045800000000.0
1271,B,False,1898600000000.0,2160800000000.0,2503700000000.0,2329600000000.0,2304300000000.0
1272,B,False,498320000000.0,270280000000.0,153730000000.0,67424000000.0,215250000000.0
1273,B,False,3409000000000.0,3614400000000.0,3775600000000.0,3560000000000.0,3472400000000.0
1274,B,False,981220000000.0,781620000000.0,1034400000000.0,1084800000000.0,1332800000000.0
1275,B,False,1200600000000.0,1368900000000.0,1128700000000.0,1290200000000.0,1010000000000.0
1276,B,False,5763900000000.0,6461900000000.0,6023800000000.0,2494800000000.0,2130500000000.0
1277,B,True,2317600000000.0,3449500000000.0,3394400000000.0,3477600000000.0,3885300000000.0
1278,B,True,4784000000000.0,4166600000000.0,3837300000000.0,3691700000000.0,3232800000000.0
1279,B,False,591610000000.0,771450000000.0,768610000000.0,812590000000.0,746360000000.0
1280,B,False,3986000000000.0,3909900000000.0,3914700000000.0,3074900000000.0,4236500000000.0
1281,B,False,557390000000.0,373550000000.0,484860000000.0,546560000000.0,426700000000.0
1282,B,False,2138000000000.0,1504500000000.0,1482800000000.0,2564900000000.0,1579300000000.0
1283,B,False,3333500000000.0,4643400000000.0,4158200000000.0,2550500000000.0,3280500000000.0
1284,B,False,213450000000.0,1113600000000.0,1260400000000.0,363040000000.0,585130000000.0
1285,B,False,309590000000.0,392880000000.0,1102600000000.0,532700000000.0,1138100000000.0
1286,B,False,574060000000.0,867740000000.0,830380000000.0,835430000000.0,509160000000.0
1287,B,True,1301700000000.0,934340000000.0,779750000000.0,600560000000.0,541180000000.0
1288,B,False,2627500000000.0,2246200000000.0,2992700000000.0,3519100000000.0,3737500000000.0
1289,B,False,656130000000.0,501270000000.0,752230000000.0,707130000000.0,133490000000.0
1290,B,False,662830000000.0,899320000000.0,727530000000.0,1062900000000.0,664060000000.0
1291,B,True,2354400000000.0,2943400000000.0,2409500000000.0,2620700000000.0,2499900000000.0
1292,B,False,1510100000000.0,1920200000000.0,2280400000000.0,2346300000000.0,2208800000000.0
1293,B,False,830130000000.0,540030000000.0,944380000000.0,785460000000.0,986590000000.0
1294,B,False,292520000000.0,234990000000.0,256400000000.0,126710000000.0,221560000000.0
1295,B,False,2344900000000.0,2179000000000.0,1760900000000.0,2034300000000.0,1617500000000.0
1296,B,False,355130000000.0,385630000000.0,209510000000.0,326220000000.0,415240000000.0
1297,B,True,2086300000000.0,2704800000000.0,2250500000000.0,2205100000000.0,1938300000000.0
1298,B,False,706550000000.0,806920000000.0,1097900000000.0,629900000000.0,1311600000000.0
1299,B,False,966200000000.0,1265700000000.0,1590800000000.0,1279700000000.0,212820000000.0
1300,B,False,1920900000000.0,2524700000000.0,2040600000000.0,1520500000000.0,2022800000000.0
1301,B,False,3352900000000.0,4154800000000.0,4457200000000.0,3539900000000.0,3517300000000.0
1302,B,False,1494700000000.0,1001300000000.0,1533000000000.0,1519600000000.0,1651000000000.0
1303,B,True,1067300000000.0,1238300000000.0,906630000000.0,663190000000.0,1299800000000.0
1304,B,False,2310800000000.0,2260900000000.0,1437000000000.0,1922200000000.0,2149600000000.0
1305,B,False,1107600000000.0,1661700000000.0,816150000000.0,1192300000000.0,931580000000.0
1306,B,False,2672200000000.0,2692000000000.0,2480500000000.0,3346900000000.0,2329500000000.0
1307,B,False,584520000000.0,627650000000.0,518470000000.0,408070000000.0,637840000000.0
1308,B,False,833800000000.0,694790000000.0,638690000000.0,611230000000.0,523520000000.0
1309,B,True,2667600000000.0,2326400000000.0,2017100000000.0,1401700000000.0,1222200000000.0
1310,B,False,1849600000000.0,2028200000000.0,1727300000000.0,1796800000000.0,1716500000000.0
1311,B,False,7536900000000.0,5733000000000.0,6343200000000.0,5639700000000.0,5615600000000.0
1312,B,False,1268200000000.0,1458100000000.0,3102700000000.0,2530000000000.0,2329700000000.0
1313,B,False,527840000000.0,384030000000.0,809800000000.0,606570000000.0,673910000000.0
1314,B,False,2490500000000.0,1933000000000.0,1289000000000.0,2208800000000.0,1244900000000.0
1315,B,False,4258700000000.0,4166100000000.0,4455900000000.0,3919800000000.0,4302100000000.0
1316,B,True,9210000000000.0,9278000000000.0,9249700000000.0,11330000000000.0,11169000000000.0
1317,B,False,712540000000.0,683170000000.0,667720000000.0,843350000000.0,1336200000000.0
1318,B,False,1333300000000.0,1545400000000.0,1575800000000.0,1597700000000.0,1508000000000.0
1319,B,False,171550000000.0,295820000000.0,94185000000.0,50362000000.0,230250000000.0
1320,B,False,1253000000000.0,571760000000.0,590020000000.0,501760000000.0,762860000000.0
1321,B,False,683410000000.0,792270000000.0,1164800000000.0,845050000000.0,573910000000.0
1322,B,False,2346100000000.0,2238500000000.0,2074600000000.0,2719500000000.0,2439100000000.0
1323,B,False,541180000000.0,563040000000.0,718670000000.0,670910000000.0,485650000000.0
1324,B,False,3363600000000.0,3115100000000.0,2541700000000.0,1699700000000.0,2273400000000.0
1325,B,False,379480000000.0,508140000000.0,664060000000.0,733540000000.0,584800000000.0
1326,B,False,1050900000000.0,1116800000000.0,1355100000000.0,292120000000.0,287280000000.0
1327,B,False,2259200000000.0,1521900000000.0,1615600000000.0,2773100000000.0,2481500000000.0
1328,B,False,6367900000000.0,6769600000000.0,6443200000000.0,7282800000000.0,7149400000000.0
1329,B,False,1415800000000.0,961760000000.0,724770000000.0,536720000000.0,765930000000.0
1330,B,False,1258600000000.0,829470000000.0,1017600000000.0,1467100000000.0,504640000000.0
1331,B,False,4769800000000.0,5941000000000.0,5403100000000.0,5348100000000.0,4200900000000.0
1332,B,False,2438500000000.0,2293100000000.0,1899700000000.0,1943500000000.0,2270800000000.0
1333,B,False,2457700000000.0,2785700000000.0,2992800000000.0,2717000000000.0,2465400000000.0
1334,B,False,4201400000000.0,3736500000000.0,4131100000000.0,4499400000000.0,4598500000000.0
1335,B,False,655550000000.0,710550000000.0,507550000000.0,434190000000.0,861030000000.0
1336,B,True,3776100000000.0,3723500000000.0,4080600000000.0,3737800000000.0,3216800000000.0
1337,B,True,678690000000.0,332460000000.0,309340000000.0,808180000000.0,415190000000.0
1338,B,True,326780000000.0,116300000000.0,48174000000.0,22072000000.0,214120000000.0
1339,B,False,2540500000000.0,2085600000000.0,2720400000000.0,1987900000000.0,3368200000000.0
1340,B,False,1442000000000.0,1317700000000.0,1655500000000.0,1423000000000.0,1892300000000.0
1341,B,False,4767400000000.0,4079400000000.0,4154500000000.0,4239000000000.0,5643300000000.0
1342,B,False,10423000000000.0,9210000000000.0,9278000000000.0,9249700000000.0,11330000000000.0
1343,B,False,1129500000000.0,1777500000000.0,1810400000000.0,2192800000000.0,1754800000000.0
1344,B,True,2318500000000.0,2496300000000.0,2580700000000.0,2477600000000.0,3128200000000.0
1345,B,False,112900000000.0,224930000000.0,447560000000.0,347060000000.0,565500000000.0
1346,B,False,3816900000000.0,3432300000000.0,3976900000000.0,3555600000000.0,3427100000000.0
1347,B,False,611410000000.0,597220000000.0,632290000000.0,325240000000.0,341670000000.0
1348,B,False,4001100000000.0,4156900000000.0,3394100000000.0,4486400000000.0,3976600000000.0
1349,B,False,502360000000.0,504980000000.0,321530000000.0,780410000000.0,193080000000.0
1350,B,False,1878900000000.0,2173700000000.0,1961700000000.0,2217200000000.0,2307000000000.0
1351,B,False,2890200000000.0,1661200000000.0,2709000000000.0,2754900000000.0,3278400000000.0
1352,B,False,160400000000.0,562380000000.0,342900000000.0,147180000000.0,258020000000.0
1353,B,False,1418800000000.0,1166200000000.0,796310000000.0,1225600000000.0,935640000000.0
1354,B,False,4877400000000.0,4921600000000.0,4684000000000.0,4208900000000.0,4110600000000.0
1355,B,False,2899600000000.0,2018700000000.0,1711600000000.0,1902600000000.0,1950500000000.0
1356,B,False,4406500000000.0,3795100000000.0,3086900000000.0,3424900000000.0,3887200000000.0
1357,B,False,475600000000.0,367000000000.0,418110000000.0,755670000000.0,909920000000.0
1358,B,False,956320000000.0,551880000000.0,1220200000000.0,950520000000.0,917720000000.0
1359,B,False,1825100000000.0,2702900000000.0,2227700000000.0,2530300000000.0,2318400000000.0
1360,B,False,742390000000.0,642250000000.0,879310000000.0,1022000000000.0,278880000000.0
1361,B,False,2991000000000.0,4021000000000.0,4154800000000.0,3851600000000.0,4342900000000.0
1362,B,False,373290000000.0,466490000000.0,769410000000.0,433430000000.0,779470000000.0
1363,B,False,1144700000000.0,1927900000000.0,1324500000000.0,1556700000000.0,1167800000000.0
1364,B,False,410010000000.0,833980000000.0,205930000000.0,367440000000.0,443380000000.0
1365,B,True,3731300000000.0,3616300000000.0,3139900000000.0,3300300000000.0,4095800000000.0
1366,B,False,1294100000000.0,977440000000.0,1006200000000.0,1236600000000.0,1117800000000.0
1367,B,False,1207100000000.0,375450000000.0,353160000000.0,425150000000.0,853260000000.0
1368,B,True,3102800000000.0,2826500000000.0,2071900000000.0,1753500000000.0,1189100000000.0
1369,B,False,842200000000.0,970140000000.0,1059800000000.0,839260000000.0,872590000000.0
1370,B,False,102840000000.0,75073000000.0,23519000000.0,92483000000.0,164750000000.0
1371,B,False,2060000000000.0,1346000000000.0,1518700000000.0,1092900000000.0,2380500000000.0
1372,B,False,779350000000.0,716570000000.0,804350000000.0,859500000000.0,725800000000.0
1373,B,False,0.0,0.0,0.0,0.0,0.0
1374,B,True,857860000000.0,1213500000000.0,1268000000000.0,1566500000000.0,1733100000000.0
1375,B,False,861040000000.0,651210000000.0,749520000000.0,629090000000.0,599080000000.0
1376,B,False,1119700000000.0,1260000000000.0,953330000000.0,724250000000.0,1166000000000.0
1377,B,False,2830700000000.0,3545700000000.0,2640000000000.0,1911700000000.0,2922900000000.0
1378,B,True,39020000000.0,156050000000.0,289000000000.0,290770000000.0,233600000000.0
1379,B,True,1165500000000.0,739900000000.0,882010000000.0,1794000000000.0,958180000000.0
1380,B,False,365950000000.0,432900000000.0,400280000000.0,345860000000.0,421650000000.0
1381,B,False,1351800000000.0,1083700000000.0,1498200000000.0,1931600000000.0,1572200000000.0
1382,B,False,675780000000.0,651720000000.0,985480000000.0,1225300000000.0,623260000000.0
1383,B,True,417280000000.0,669440000000.0,776070000000.0,281500000000.0,356200000000.0
1384,B,False,2484400000000.0,3610400000000.0,3408200000000.0,3378500000000.0,3270900000000.0
1385,B,False,1750000000000.0,2021800000000.0,2247000000000.0,2648300000000.0,2416500000000.0
1386,B,False,3329100000000.0,3251200000000.0,2511800000000.0,3379500000000.0,4387700000000.0
1387,B,False,1145400000000.0,1037300000000.0,1804300000000.0,1280200000000.0,1648100000000.0
1388,B,True,5300600000000.0,5363800000000.0,4773200000000.0,4843700000000.0,7132200000000.0
1389,B,True,1099800000000.0,1144100000000.0,1594300000000.0,796180000000.0,710050000000.0
1390,B,True,427900000000.0,494310000000.0,571370000000.0,745740000000.0,487220000000.0
1391,B,True,4055000000000.0,3446900000000.0,3144300000000.0,2295300000000.0,3995000000000.0
1392,B,False,723530000000.0,253090000000.0,450500000000.0,457540000000.0,531040000000.0
1393,B,False,911200000000.0,905540000000.0,216060000000.0,777620000000.0,899810000000.0
1394,B,False,248630000000.0,887240000000.0,869210000000.0,629790000000.0,640880000000.0
1395,B,False,4118100000000.0,5122300000000.0,3273900000000.0,2459400000000.0,3453800000000.0
1396,B,True,7205700000000.0,6136600000000.0,4987900000000.0,3037000000000.0,6953500000000.0
1397,B,False,1846300000000.0,2468900000000.0,2108000000000.0,1861900000000.0,1883700000000.0
1398,B,False,4601400000000.0,4486800000000.0,4281000000000.0,4075900000000.0,3745200000000.0
1399,B,False,780760000000.0,539810000000.0,1319600000000.0,1194900000000.0,1223000000000.0
1400,B,False,478630000000.0,373610000000.0,367780000000.0,205540000000.0,467230000000.0
1401,B,True,1118500000000.0,1297500000000.0,1309100000000.0,1710500000000.0,1679000000000.0
1402,B,False,3548000000000.0,3248200000000.0,3225600000000.0,3358800000000.0,3470600000000.0
1403,B,False,1169200000000.0,51760000000.0,676430000000.0,556600000000.0,658490000000.0
1404,B,False,4531600000000.0,3617300000000.0,3158000000000.0,3769400000000.0,1754800000000.0
1405,B,False,2428000000000.0,2074700000000.0,2029200000000.0,2402900000000.0,2104900000000.0
1406,B,False,4012200000000.0,4495600000000.0,4589700000000.0,4254200000000.0,3943400000000.0
1407,B,False,1543200000000.0,2845600000000.0,2896800000000.0,3491200000000.0,2617900000000.0
1408,B,True,1001000000000.0,1031000000000.0,1477800000000.0,1458000000000.0,1596800000000.0
1409,B,False,1377200000000.0,985150000000.0,9326100000000.0,2734600000000.0,1929900000000.0
1410,B,True,991700000000.0,935320000000.0,1070400000000.0,1010500000000.0,1164500000000.0
1411,B,False,1834500000000.0,1247800000000.0,2013600000000.0,1769000000000.0,1751100000000.0
1412,B,False,1831400000000.0,2066500000000.0,2171900000000.0,1220600000000.0,1801900000000.0
1413,B,False,3323400000000.0,3519800000000.0,3807000000000.0,3684700000000.0,2999700000000.0
1414,B,False,306490000000.0,664880000000.0,435260000000.0,242670000000.0,152680000000.0
1415,B,False,369980000000.0,141730000000.0,227130000000.0,305330000000.0,392900000000.0
1416,B,False,727900000000.0,1221800000000.0,731670000000.0,650880000000.0,623690000000.0
1417,B,False,3915900000000.0,3650700000000.0,2964700000000.0,2736800000000.0,3658900000000.0
1418,B,False,395160000000.0,172720000000.0,191970000000.0,360350000000.0,359150000000.0
1419,B,False,3015400000000.0,3592600000000.0,4039400000000.0,4250600000000.0,4731500000000.0
1420,B,False,1682400000000.0,1533700000000.0,1739600000000.0,1794500000000.0,1659800000000.0
1421,B,False,2319400000000.0,2690400000000.0,2818300000000.0,2039800000000.0,2226600000000.0
1422,B,False,876670000000.0,1049800000000.0,1002200000000.0,1174600000000.0,1141700000000.0
1423,B,False,544370000000.0,391310000000.0,268000000000.0,300070000000.0,320860000000.0
1424,B,False,1708700000000.0,2652600000000.0,2456400000000.0,1862500000000.0,1650500000000.0
1425,B,False,4180200000000.0,4072500000000.0,3555500000000.0,4827700000000.0,4308200000000.0
1426,B,False,1222700000000.0,1234900000000.0,1275200000000.0,1239700000000.0,2231500000000.0
1427,B,False,1958400000000.0,1927700000000.0,1968100000000.0,2084400000000.0,1728200000000.0
1428,B,True,1802100000000.0,1409100000000.0,1008500000000.0,1535300000000.0,1304600000000.0
1429,B,False,1492700000000.0,1321100000000.0,1421200000000.0,1329700000000.0,2722100000000.0
1430,B,True,2690200000000.0,2749200000000.0,3857300000000.0,3150100000000.0,2764100000000.0
1431,B,True,764580000000.0,797870000000.0,855410000000.0,740670000000.0,727900000000.0
1432,B,True,295810000000.0,312110000000.0,421150000000.0,284070000000.0,218240000000.0
1433,B,False,74737000000.0,245960000000.0,127400000000.0,93037000000.0,106290000000.0
1434,B,False,1981700000000.0,1771900000000.0,871530000000.0,363860000000.0,873370000000.0
1435,B,False,155510000000.0,228510000000.0,356770000000.0,478890000000.0,409790000000.0
1436,B,False,1859000000000.0,2571900000000.0,1889700000000.0,1912300000000.0,2437600000000.0
1437,B,False,452750000000.0,636700000000.0,590380000000.0,521590000000.0,1288800000000.0
1438,B,False,2404600000000.0,1784400000000.0,3163800000000.0,2408500000000.0,3160400000000.0
1439,B,False,1150000000000.0,894800000000.0,727570000000.0,1097700000000.0,1263700000000.0
1440,B,False,5683400000000.0,5448300000000.0,4300600000000.0,4572500000000.0,6055600000000.0
1441,B,False,25379000000.0,132190000000.0,304020000000.0,164280000000.0,240330000000.0
1442,B,False,3619300000000.0,2739000000000.0,2305800000000.0,1567700000000.0,2538000000000.0
1443,B,False,3453000000000.0,3334200000000.0,3821000000000.0,3223400000000.0,2772600000000.0
1444,B,False,2491200000000.0,2181600000000.0,2341500000000.0,2294800000000.0,2162200000000.0
1445,B,False,383440000000.0,159550000000.0,1042700000000.0,897920000000.0,152840000000.0
1446,B,False,513890000000.0,788850000000.0,647160000000.0,631820000000.0,865730000000.0
1447,B,False,1240300000000.0,995900000000.0,1552500000000.0,1564400000000.0,1495800000000.0
1448,B,False,2884900000000.0,1658600000000.0,1893100000000.0,3009900000000.0,2354400000000.0
1449,B,False,736190000000.0,364070000000.0,564660000000.0,302440000000.0,742470000000.0
1450,B,False,2866600000000.0,2729600000000.0,2394900000000.0,2044300000000.0,1712700000000.0
1451,B,False,4153100000000.0,4073100000000.0,3610200000000.0,3221900000000.0,2988000000000.0
1452,B,False,3551700000000.0,3483600000000.0,2928000000000.0,3679100000000.0,2990200000000.0
1453,B,False,0.0,0.0,0.0,0.0,0.0
1454,B,False,768310000000.0,668510000000.0,724500000000.0,863330000000.0,415070000000.0
1455,B,False,4434500000000.0,3250800000000.0,3531300000000.0,3729700000000.0,3599100000000.0
1456,B,False,2049100000000.0,1610000000000.0,1812400000000.0,2032900000000.0,1475600000000.0
1457,B,False,14281000000000.0,14936000000000.0,14655000000000.0,14465000000000.0,14564000000000.0
1458,B,False,3441400000000.0,2965500000000.0,3607500000000.0,3593700000000.0,2965500000000.0
1459,B,False,1696200000000.0,2219300000000.0,2026600000000.0,1727300000000.0,2130800000000.0
1460,B,False,268000000000.0,300070000000.0,320860000000.0,165540000000.0,431550000000.0
1461,B,False,3805100000000.0,3572400000000.0,4628200000000.0,4656300000000.0,4294700000000.0
1462,B,False,165540000000.0,431550000000.0,262440000000.0,433990000000.0,282840000000.0
1463,B,False,731680000000.0,774970000000.0,829860000000.0,503070000000.0,561520000000.0
1464,B,False,6101600000000.0,6160200000000.0,6069600000000.0,6074000000000.0,5980600000000.0
1465,B,False,707720000000.0,850810000000.0,927910000000.0,1533700000000.0,1384800000000.0
1466,B,False,563380000000.0,1469800000000.0,834160000000.0,1175800000000.0,1365600000000.0
1467,B,False,3354300000000.0,3520700000000.0,3514800000000.0,4055700000000.0,4389900000000.0
1468,B,False,1249400000000.0,1375100000000.0,1555600000000.0,1062100000000.0,1426000000000.0
1469,B,False,567310000000.0,739810000000.0,876060000000.0,345800000000.0,497810000000.0
1470,B,False,1205700000000.0,904090000000.0,835460000000.0,736150000000.0,982240000000.0
1471,B,False,415770000000.0,1010400000000.0,938560000000.0,696310000000.0,551910000000.0
1472,B,False,2698800000000.0,3565800000000.0,2850400000000.0,2690700000000.0,2649200000000.0
1473,B,False,7139800000000.0,7329000000000.0,7253900000000.0,7740700000000.0,7090300000000.0
1474,B,False,1206500000000.0,1365400000000.0,1438000000000.0,1968000000000.0,1789400000000.0
1475,B,False,2469800000000.0,3507300000000.0,2461800000000.0,2038300000000.0,2358200000000.0
1476,B,False,2797600000000.0,2684000000000.0,1790600000000.0,1793800000000.0,1833700000000.0
1477,B,True,5879300000000.0,6377300000000.0,5907400000000.0,6643200000000.0,5955500000000.0
1478,B,False,1421000000000.0,2504000000000.0,1774200000000.0,1822500000000.0,1649700000000.0
1479,B,False,160580000000.0,1117000000000.0,246570000000.0,550920000000.0,1108000000000.0
1480,B,True,999550000000.0,1207400000000.0,1214100000000.0,1344200000000.0,999210000000.0
1481,B,False,2533900000000.0,3261000000000.0,4405600000000.0,3790300000000.0,2826400000000.0
1482,B,False,887480000000.0,2604400000000.0,1089600000000.0,969140000000.0,1393200000000.0
1483,B,False,217760000000.0,79458000000.0,14818000000.0,285970000000.0,456230000000.0
1484,B,True,2801800000000.0,2320900000000.0,2136800000000.0,1259000000000.0,1842700000000.0
1485,B,False,1727400000000.0,2272600000000.0,2164900000000.0,2491500000000.0,1866200000000.0
1486,B,False,844340000000.0,706510000000.0,820410000000.0,976240000000.0,503550000000.0
1487,B,False,1921800000000.0,709600000000.0,1959600000000.0,2661900000000.0,2885100000000.0
1488,B,False,1323400000000.0,2458500000000.0,2281700000000.0,2157100000000.0,2747600000000.0
1489,B,False,2322100000000.0,3645600000000.0,3120700000000.0,2980800000000.0,3777400000000.0
1490,B,False,4557300000000.0,4186400000000.0,4749900000000.0,5421800000000.0,4888400000000.0
1491,B,False,825790000000.0,1210300000000.0,965100000000.0,693660000000.0,690390000000.0
1492,B,True,2387500000000.0,1977200000000.0,1985200000000.0,2405300000000.0,1833700000000.0
1493,B,False,1162000000000.0,1091200000000.0,1018000000000.0,779120000000.0,729010000000.0
1494,B,False,4406800000000.0,5251100000000.0,4294800000000.0,4555900000000.0,4614000000000.0
1495,B,False,608530000000.0,358480000000.0,446140000000.0,795620000000.0,772310000000.0
1496,B,False,3723400000000.0,4315500000000.0,5195400000000.0,5370700000000.0,4782600000000.0
1497,B,False,182990000000.0,436920000000.0,160940000000.0,148230000000.0,374760000000.0
1498,B,False,2139500000000.0,2257900000000.0,2104500000000.0,1683100000000.0,1508800000000.0
1499,B,True,780040000000.0,1193500000000.0,1980600000000.0,884690000000.0,1027000000000.0
1500,B,False,1820000000000.0,1704500000000.0,1827800000000.0,1686700000000.0,1999500000000.0
1501,B,False,4160000000000.0,3048500000000.0,3808400000000.0,3511700000000.0,3593000000000.0
1502,B,False,7456500000000.0,6553000000000.0,7597000000000.0,5472200000000.0,5911600000000.0
1503,B,False,692200000000.0,229480000000.0,775880000000.0,189210000000.0,793300000000.0
1504,B,False,417470000000.0,252870000000.0,1433600000000.0,506810000000.0,96650000000.0
1505,B,False,1110000000000.0,1068100000000.0,1333300000000.0,687180000000.0,848310000000.0
1506,B,False,673490000000.0,647060000000.0,792560000000.0,1205200000000.0,848420000000.0
1507,B,False,2902500000000.0,2746100000000.0,2321800000000.0,2069000000000.0,1581300000000.0
1508,B,True,2192700000000.0,1992300000000.0,1917200000000.0,1184500000000.0,1839500000000.0
1509,B,False,1145400000000.0,1508700000000.0,940700000000.0,825450000000.0,852310000000.0
1510,B,False,2778500000000.0,2784400000000.0,2450400000000.0,3142700000000.0,3325900000000.0
1511,B,False,15552000000000.0,15850000000000.0,15888000000000.0,15173000000000.0,14665000000000.0
1512,B,False,2768500000000.0,3591100000000.0,2350200000000.0,2559400000000.0,1724300000000.0
1513,B,False,3778100000000.0,3818600000000.0,4590900000000.0,3245900000000.0,4232700000000.0
1514,B,True,3079400000000.0,3984900000000.0,3469300000000.0,2019200000000.0,2883200000000.0
1515,B,False,2040900000000.0,1612700000000.0,2195700000000.0,1996300000000.0,2513800000000.0
1516,B,False,1567300000000.0,2072900000000.0,2051800000000.0,2233100000000.0,2340100000000.0
1517,B,False,549790000000.0,696250000000.0,535410000000.0,411960000000.0,749730000000.0
1518,B,False,2259300000000.0,2021700000000.0,1970400000000.0,1843400000000.0,1899300000000.0
1519,B,False,420450000000.0,359660000000.0,315550000000.0,186430000000.0,109280000000.0
1520,B,False,0.0,13163000000.0,32480000000.0,73988000000.0,164230000000.0
1521,B,False,308550000000.0,577740000000.0,212470000000.0,580970000000.0,235740000000.0
1522,B,False,4305200000000.0,4001200000000.0,2754200000000.0,3186700000000.0,1670200000000.0
1523,B,False,1189100000000.0,956800000000.0,701490000000.0,874970000000.0,508170000000.0
1524,B,False,1022000000000.0,278880000000.0,157500000000.0,483350000000.0,398360000000.0
1525,B,False,7609000000000.0,7964700000000.0,9218600000000.0,7795800000000.0,8750600000000.0
1526,B,False,1400200000000.0,1802700000000.0,1837500000000.0,1325600000000.0,1849100000000.0
1527,B,False,645860000000.0,2517000000000.0,2585000000000.0,1828800000000.0,1368700000000.0
1528,B,False,53800000000.0,61096000000.0,122970000000.0,25078000000.0,47807000000.0
1529,B,False,2275000000000.0,2654000000000.0,2233500000000.0,2395300000000.0,2554500000000.0
1530,B,False,4455400000000.0,2989100000000.0,4141900000000.0,3546000000000.0,4816300000000.0
1531,B,False,13477000000000.0,13627000000000.0,13100000000000.0,13990000000000.0,13590000000000.0
1532,B,True,1001700000000.0,772810000000.0,768370000000.0,745060000000.0,751890000000.0
1533,B,False,693250000000.0,442880000000.0,767360000000.0,1441300000000.0,1570600000000.0
1534,B,False,354200000000.0,315200000000.0,377990000000.0,438440000000.0,209880000000.0
1535,B,False,3384400000000.0,4403200000000.0,3558500000000.0,3902700000000.0,2881000000000.0
1536,B,False,7580700000000.0,7403100000000.0,6976700000000.0,6426500000000.0,7308400000000.0
1537,B,False,3139500000000.0,2745700000000.0,2945500000000.0,1487200000000.0,3136600000000.0
1538,B,False,8226500000000.0,8338500000000.0,6569500000000.0,5594400000000.0,5639300000000.0
1539,B,False,3339000000000.0,3606100000000.0,2842100000000.0,2891600000000.0,2136800000000.0
1540,B,False,874460000000.0,880810000000.0,955530000000.0,1133000000000.0,292770000000.0
1541,B,False,2849800000000.0,2473100000000.0,2997900000000.0,3224100000000.0,2451000000000.0
1542,B,False,3633100000000.0,3626900000000.0,3715000000000.0,2963500000000.0,2652700000000.0
1543,B,False,4178300000000.0,3643100000000.0,3398800000000.0,5088300000000.0,5191800000000.0
1544,B,False,3007900000000.0,1997600000000.0,6941400000000.0,3970600000000.0,3895200000000.0
1545,B,False,1461100000000.0,1179200000000.0,1487100000000.0,930230000000.0,915790000000.0
1546,B,False,84624000000.0,62431000000.0,84847000000.0,233370000000.0,309600000000.0
1547,B,False,836150000000.0,823730000000.0,1010000000000.0,1145900000000.0,861190000000.0
1548,B,False,1972800000000.0,2901700000000.0,2609300000000.0,1653500000000.0,1432200000000.0
1549,B,False,3404800000000.0,3070800000000.0,2631900000000.0,3075200000000.0,3183300000000.0
1550,B,False,537310000000.0,431940000000.0,229050000000.0,289730000000.0,441400000000.0
1551,B,False,2749700000000.0,3702200000000.0,3080400000000.0,3124900000000.0,4018100000000.0
1552,B,False,3983200000000.0,4434500000000.0,3250800000000.0,3531300000000.0,3729700000000.0
1553,B,False,124130000000.0,159880000000.0,155810000000.0,94852000000.0,177720000000.0
1554,B,False,1005800000000.0,674350000000.0,583950000000.0,857120000000.0,972100000000.0
1555,B,False,2077400000000.0,1566300000000.0,2130400000000.0,2285300000000.0,2042100000000.0
1556,B,False,4102700000000.0,3713900000000.0,4087500000000.0,4890600000000.0,3017800000000.0
1557,B,False,703870000000.0,1040500000000.0,929060000000.0,1501500000000.0,680460000000.0
1558,B,False,4052000000000.0,4174000000000.0,3236700000000.0,3572100000000.0,3084400000000.0
1559,B,False,2509200000000.0,1496000000000.0,1472000000000.0,1158400000000.0,509770000000.0
1560,B,False,354480000000.0,469730000000.0,464530000000.0,206020000000.0,549020000000.0
1561,B,False,1962700000000.0,2080800000000.0,2178100000000.0,2656000000000.0,2575900000000.0
1562,B,False,2134200000000.0,1958800000000.0,1651700000000.0,2716500000000.0,1994900000000.0
1563,B,False,261010000000.0,141370000000.0,202580000000.0,208930000000.0,49051000000.0
1564,B,False,338970000000.0,848150000000.0,626900000000.0,155800000000.0,412600000000.0
1565,B,False,406510000000.0,664720000000.0,436480000000.0,637970000000.0,916200000000.0
