,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119,MEANGBH_120
1386,B,True,37.087,37.506,38.542,38.501,38.805,38.914,39.438,40.426,40.073,41.082,41.106,41.65,41.993,42.26,42.852,42.015,41.877,41.315,40.804,41.481,41.085,41.093,41.47,41.136,40.763,40.667,40.621,40.742,39.889,40.666,40.908,41.119,41.635,41.996,40.867,41.612,41.519,41.952,42.456,41.893,41.584,42.277,41.99,41.917,41.411,41.625,41.601,41.504,42.042,41.509,41.533,40.976,41.301,41.293,41.685,40.895,41.09,40.859,41.066,41.884,42.066,42.449,42.155,42.099,42.686,43.405,43.648,44.191,44.57,44.471,45.503,45.126,44.228,43.25,43.868,42.819,42.277,41.513,40.863,40.11,39.408,39.689,39.803,40.098,40.652,41.008,41.219,41.716,41.51,40.928,41.538,42.372,42.159,43.152,43.919,44.008,44.123,43.894,44.187,43.83,44.981,44.726,44.875,45.052,45.04,44.522,43.995,44.435,44.111,43.893,43.328,43.556,43.621,43.535,43.111,42.862,43.255,42.367,42.629,42.48
1387,B,False,36.912,36.683,36.879,37.095,37.368,37.619,37.978,38.359,38.047,38.179,37.878,38.067,37.644,37.166,37.501,37.125,38.111,37.825,37.136,37.214,37.085,37.212,37.289,37.567,37.184,37.069,37.36,36.742,36.536,36.486,36.474,36.199,36.251,36.509,36.508,36.262,36.3445625,36.427125000000004,36.5096875,36.59225,36.6748125,36.757374999999996,36.8399375,36.9225,37.0050625,37.087625,37.1701875,37.25275,37.3353125,37.417874999999995,37.5004375,37.583,37.525375,37.467749999999995,37.410125,37.3525,37.294875,37.23725,37.179625,37.122,37.064375,37.00675,36.949125,36.8915,36.833875,36.776250000000005,36.718625,36.661,35.9,35.817,36.813,36.033,35.792,37.869,37.482,36.729,35.899,35.486,36.973,37.231,37.34,36.885,36.001,37.454,36.329,37.068,36.321,36.728,36.721,36.316,36.374,37.221,34.66,35.991,34.651,35.699,36.205,35.683,34.806,35.319,35.124,34.701,33.958,33.679,34.236,34.344,33.924,34.199,33.022,36.656,33.972,33.603,36.217,33.876,33.573,34.382,37.605,41.378,38.766,34.41
1388,B,False,36.723,37.078,37.66,37.575,37.242,37.606,38.217,38.125,37.417,38.087,38.355,37.931,37.763,38.038,38.893,38.352,38.004,37.347,37.199,37.309,38.108,38.521,38.525,37.723,37.647,37.426,37.133,37.018,37.509,38.105,37.916,37.88,38.026,38.203,38.187,37.504,37.416,38.04,38.2,37.773,37.5,37.121,36.386,36.538,36.707,36.871,36.737,36.869,36.78,36.852,37.298,37.25,36.588,37.127,37.316,37.749,37.837,38.381,38.13,38.431,38.831,38.071,37.923,38.438,38.672,38.94,38.497,38.891,38.989,39.318,38.894,38.226,38.67,38.931,39.037,38.827,38.779,39.073,39.408,39.158,38.692,39.096,39.266,39.694,39.502,39.241,39.464,39.044,39.346,39.749,39.787,40.216,40.239,40.676,40.265,40.514,40.219,40.109,40.151,39.827,39.477,40.325,39.594,39.046,39.304,39.056,38.572,38.768,39.085,38.612,38.26,37.594,37.125,37.183,37.129,36.939,36.893,37.36,37.336,37.693
1389,B,False,83.879,84.482,85.429,83.039,82.879,82.139,83.078,83.491,83.198,83.512,83.61,83.17,81.741,81.866,80.823,80.98,79.794,77.944,77.997,77.308,76.377,77.32,75.925,75.655,76.551,76.542,79.548,80.943,82.173,83.64,84.115,83.604,83.447,84.464,83.539,84.427,84.058,83.586,83.079,81.917,81.358,80.983,80.823,80.141,79.167,78.955,77.916,76.201,75.074,74.543,74.465,74.361,75.333,75.966,75.812,76.421,76.555,76.6,77.463,77.795,78.635,79.175,79.742,78.412,78.436,78.865,78.505,79.899,80.825,80.433,80.963,80.94,80.574,80.079,79.823,79.532,78.854,78.954,77.449,76.708,76.114,74.533,73.46,71.976,71.98,71.332,71.672,71.444,72.069,72.821,74.474,75.112,75.125,75.651,75.843,76.779,78.531,79.098,78.515,78.546,78.991,80.659,82.074,81.951,81.564,80.829,80.527,79.756,78.781,77.645,79.768,80.396,80.081,80.063,79.703,78.426,78.617,81.582,80.063,78.982
1390,B,False,85.05,87.097,87.058,85.006,84.845,83.991,87.927,86.986,87.451,91.304,93.184,92.999,94.2,98.553,71.068,68.125,95.902,95.116,94.948,97.255,91.591,91.909,87.16,87.859,85.726,88.635,89.085,87.561,91.968,91.323,90.27,91.08,91.209,92.273,93.426,94.855,91.088,93.849,92.149,92.71,95.4,93.61,92.193,91.234,86.742,78.368,71.213,66.862,68.12,69.972,73.284,73.876,79.803,84.36,85.984,85.162,82.445,84.119,83.839,81.225,79.279,78.217,78.911,78.744,82.101,84.863,80.839,79.742,79.411,79.037,78.83,79.376,80.024,81.434,82.981,83.092,82.894,84.176,84.964,84.305,85.152,83.51,84.496,81.37,80.752,79.818,77.622,76.182,75.391,75.669,75.392,76.883,76.342,75.435,75.776,75.476,78.246,79.554,78.954,78.618,78.793,81.367,82.441,83.681,83.537,82.635,82.426,82.694,84.724,83.682,82.326,81.4,83.806,84.868,83.118,84.0,81.78,81.049,81.322,80.807
1391,B,False,43.424,43.074,41.995,42.006,41.725,40.881,40.934,40.217,41.024,41.059,41.399,41.482,41.513,41.981,41.644,41.871,42.672,42.763,43.149,43.504,43.042,42.525,42.647,42.556,43.12,43.036,42.592,42.514,42.398,41.905,41.334,40.557,40.382,39.799,39.727,39.219,38.937,38.017,38.045,38.55,37.892,38.436,37.842,38.311,37.98,38.152,38.149,38.568,38.832,38.87,39.72,39.998,39.69,39.779,40.575,41.065,41.616,41.007,41.78,42.036,42.672,42.346,42.667,42.833,43.476,43.418,43.262,43.025,43.143,43.061,43.151,43.015,42.336,42.449,41.913,41.597,41.106,40.102,39.62,39.457,39.772,40.042,40.098,39.913,40.705,40.46,40.606,40.537,41.261,41.727,41.994,42.599,42.851,43.48,43.762,43.54,43.425,43.416,43.873,43.785,44.532,44.117,43.837,43.526,43.779,43.645,44.529,45.599,45.23,45.804,46.085,46.746,46.437,46.601,46.798,47.273,47.155,48.64,48.439,48.07
1392,B,False,87.172,88.356,85.654,84.562,86.331,85.113,85.022,86.474,82.587,80.906,78.175,76.118,75.221,75.289,74.505,74.04492857142857,73.58485714285713,73.12478571428571,72.66471428571428,72.20464285714286,71.74457142857142,71.2845,70.82442857142857,70.36435714285713,69.9042857142857,69.44421428571428,68.98414285714286,68.52407142857142,68.064,77.106,75.634,73.923,66.476,71.936,72.429,72.157,70.183,70.305,71.33,72.954,73.666,73.88,73.628,72.633,74.272,73.567,74.052,73.299,74.217,75.887,73.693,72.539,74.205,73.915,73.169,70.953,70.062,70.637,70.618,69.632,68.095,68.89,67.991,67.968,68.185,70.952,70.553,72.886,73.267,76.496,74.678,73.992,72.296,72.803,72.416,69.258,67.756,67.945,65.278,65.823,64.836,65.653,67.842,68.717,69.607,69.194,70.782,71.358,73.931,73.945,76.755,77.804,76.183,76.85,76.679,76.875,74.844,71.789,69.623,68.537,69.22,68.1,68.974,66.36,66.71,65.733,65.652,66.866,67.313,65.736,65.19,64.964,65.568,66.337,67.283,67.857,69.045,69.232,69.78,71.843
1393,B,False,34.217,33.421,33.219,32.977,33.177,32.857,32.831,33.191,33.065,32.927,32.665,33.049,33.041,33.117,33.065,33.184,33.139,33.183,32.97,32.666,32.617,32.741,33.144,32.629,32.849,33.115,33.394,33.134,33.268,33.701,34.463,34.742,35.104,34.878,35.554,35.868,35.946,36.359,36.682,36.744,36.95,37.22,37.522,37.123,37.271,37.166,36.977,36.584,36.016,35.697,35.352,35.377,35.146,35.271,35.114,35.192,35.477,35.703,35.776,36.054,36.457,36.972,37.083,37.497,37.858,38.361,38.161,38.397,38.237,37.934,38.208,38.473,38.415,38.787,39.41,39.1,39.34,39.002,39.476,38.782,38.659,38.651,38.434,38.062,38.174,37.903,37.704,37.533,36.848,36.342,35.729,35.57,36.209,36.422,36.637,36.469,36.675,36.971,37.604,38.434,39.243,39.832,40.793,41.168,41.66,41.594,40.956,40.54,40.158,40.429,39.777,39.49,39.621,39.248,39.288,38.933,38.638,38.242,38.173,38.616
1394,B,False,65.61,67.8,70.674,73.225,75.316,77.355,77.092,76.736,76.559,75.089,72.561,70.476,66.555,64.859,62.779,63.697,62.917,62.813,62.348,64.188,64.082,65.049,66.621,66.726,68.541,68.972,69.954,70.551,71.038,71.011,70.621,70.625,68.978,68.74,67.999,66.948,66.1,65.242,65.038,64.279,64.106,62.865,62.544,62.894,62.252,61.87,61.693,61.808,62.186,62.731,62.459,63.501,63.213,63.995,65.059,64.174,65.098,65.25,66.802,66.525,66.695,66.661,65.863,64.151,62.135,60.709,59.631,57.786,56.541,56.031,56.06,54.928,54.6,53.632,53.708,54.638,54.77,55.263,56.667,58.241,60.13,60.821,61.026,60.37,60.742,59.717,59.517,58.59,57.085,55.644,55.06,53.485,52.168,51.607,50.623,50.614,50.246,50.143,50.617,50.271,49.341,49.045,49.074,48.652,48.446,48.223,48.415,49.178,49.46,48.999,49.581,49.037,49.349,49.526,49.709,51.587,51.65,52.325,53.07,54.046
1395,B,True,48.048,47.266,46.837,47.301,47.377,48.101,48.07,48.649,47.544,48.499,48.286,48.573,48.176,48.588,48.436,49.532,48.648,48.761,48.514,48.666,48.362,48.01,48.18,47.506,47.68,47.872,47.475,47.127,46.979,47.393,47.194,47.606,47.885,48.688,48.74,48.649,47.644,47.854,48.923,49.185,49.365,50.113,50.312,50.156,50.706,50.564,50.921,50.396,49.69,50.453,49.95,49.579,49.226,49.825,49.097,49.994,49.303,49.017,48.893,48.676,48.639,48.514,48.791,48.669,48.616,48.115,48.408,48.676,48.334,48.474,48.479,48.708,48.847,48.458,48.999,49.143,49.262,48.54,49.039,48.481,48.351,48.211,48.316,47.991,47.768,47.714,49.096,48.592,48.011,48.603,49.083,48.268,48.983,48.598,48.34,48.118,48.582,49.245,49.048,48.781,48.876,49.309,48.979,49.166,49.214,49.019,48.372,48.798,48.118,48.284,47.382,47.953,47.447,47.324,47.471,47.705,47.823,48.428,47.965,47.956
1396,B,False,53.352,52.628,51.815,51.733,51.457,50.718,50.63,50.012,49.772,49.657,49.018,48.316,47.784,47.425,47.48,47.611,47.781,47.764,49.798,50.28,50.989,52.771,54.08,55.424,56.387,56.729,56.407,56.368,55.726,54.606,53.765,52.819,52.17,51.806,51.357,50.288,49.744,49.042,48.685,48.537,48.889,49.305,49.377,49.523,49.933,50.464,51.296,51.323,50.954,50.602,51.775,51.372,51.159,51.036,50.733,50.546,50.491,50.667,50.549,50.066,50.209,51.215,51.49,52.176,51.425,51.742,52.238,52.72,53.056,54.044,54.624,55.026,56.059,57.093,57.817,58.77,59.218,58.857,59.314,59.421,58.895,57.062,55.623,55.761,54.477,53.963,52.31,51.864,52.077,51.896,51.226,51.866,53.047,53.091,53.852,53.422,54.22,55.696,56.07,56.158,56.196,56.635,56.863,57.382,57.602,59.114,58.756,58.982,58.087,58.731,58.26,57.815,58.082,58.638,58.262,58.769,58.92,58.392,58.17,58.445
1397,B,False,32.53,32.38,32.643,32.867,33.113,33.239,33.326,33.651,33.766,34.565,34.721,35.35,35.583,36.481,36.946,36.961,36.822,36.723,36.092,35.903,35.744,35.415,34.576,34.236,34.318,34.21,34.05,33.794,33.464,33.34,33.236,33.249,33.471,32.993,33.118,33.069,33.13,32.945,32.689,32.482,32.501,32.22,32.381,32.088,32.578,32.836,32.714,33.106,33.507,33.177,33.321,33.147,33.195,33.065,32.497,32.389,32.278,31.642,31.451,31.054,30.615,30.056,30.149,29.972,30.117,29.872,30.029,30.591,30.335,30.223,30.777,31.188,31.775,31.716,31.994,31.523,31.069,30.99,30.722,30.107,29.975,29.968,29.104,28.392,28.425,27.895,27.42,27.41,27.402,27.209,26.905,26.838,26.96,26.99,26.724,26.413,26.589,26.624,26.574,26.774,26.712,26.676,27.084,27.233,27.828,28.408,28.516,28.41,28.709,28.822,28.829,28.217,28.147,27.764,27.349,27.205,26.826,26.898,26.396,26.174
1398,B,False,46.094,46.154,46.956,46.947,46.717,46.883,46.591,45.896,46.071,46.025,46.593,46.217,45.745,45.821,45.557,45.506,45.366,45.597,45.003,45.127,45.12,45.545,45.146,45.407,45.437,45.218,45.737,45.873,45.711,45.967,45.868,45.773,46.656,47.166,47.466,47.742,47.646,48.162,47.999,47.681,47.092,47.322,47.672,46.772,46.721,46.208,45.436,45.121,45.041,44.728,44.673,44.675,44.412,44.212,44.092,44.133,43.964,44.128,43.853,44.264,44.472,44.843,45.401,45.524,45.053,45.253,45.199,44.805,45.274,45.385,45.024,44.586,44.919,45.251,44.865,45.281,45.321,45.413,45.406,45.667,45.874,45.873,45.789,46.197,46.966,47.13,47.671,47.99,48.385,48.887,49.275,49.645,50.001,50.143,49.864333333333335,49.58566666666667,49.307,49.083,48.923,47.924,47.417,46.461,46.742,46.363,46.274,46.076,47.075,46.827,47.083,47.035,46.495,46.855,46.65,46.434,46.364,46.018,46.33,46.412,46.402,46.777
1399,B,False,37.445,37.405,37.478,38.3,38.414,38.243,38.265,38.572,38.855,39.0,39.417,39.659,40.339,40.105,40.391,40.442,40.579,40.537,40.215,40.43,40.185,39.785,39.921,40.001,39.822,39.67,39.591,39.623,39.805,39.49,39.315,39.193,39.384,39.439,39.719,39.874,40.579,41.143,41.973,43.031,43.661,44.218,44.403,44.42,44.403,44.016,43.318,43.014,42.013,41.773,40.852,39.996,39.814,39.849,39.537,39.618,39.829,39.93,40.14,40.382,40.69,41.076,41.354,41.601,42.758,43.372,44.419,44.476,45.185,44.983,45.37,45.208,45.367,45.428,45.544,45.703,45.798,45.943,46.223,46.057,46.154,46.088,46.26,46.223,45.856,45.366,44.782,44.526,44.09,43.746,43.606,43.389,43.487,43.312,43.39,43.453,43.188,43.303,43.133,42.946,43.066,42.923,43.496,44.403,45.311,46.34,46.656,47.114,47.611,47.91,48.515,48.169,47.808,47.503,46.759,46.182,46.199,45.599,45.558,44.897
1400,B,False,52.451,53.032,52.578,53.271,53.902,54.425,54.469,54.067,54.63,54.803,54.338,55.246,54.667,54.586,54.529,54.09,54.444,54.337,54.583,54.089,54.638,54.356,53.658,53.635,55.011,55.283,55.52,56.133,57.233,59.24,60.373,60.635,60.653,59.226,58.06,59.242,58.771,57.694,56.193,55.088,54.854,53.764,53.025,52.61,53.122,53.45,53.586,53.904,54.924,55.214,56.448,57.301,58.561,59.017,59.608,60.162,60.085,60.192,59.13,58.45,58.948,58.001,57.686,57.526,57.829,57.441,57.643,56.724,57.563,57.972,58.195,58.254,59.375,59.329,59.56,60.648,60.922,61.489,62.82,62.48,63.699,63.507,63.234,63.25,63.792,62.61,62.833,61.097,60.525,59.176,58.933,57.542,57.44,56.95,56.11,56.828,57.314,58.501,59.956,60.897,62.05,63.879,65.731,66.214,66.158,66.422,67.491,66.943,66.466,66.23,64.689,63.532,62.159,62.544,61.629,60.154,59.877,60.289,60.265,61.059
1401,B,True,33.601,34.48,34.476,33.849,34.131,34.114,32.231,32.225,32.654,31.848,30.761,31.325,30.328,30.52,31.444,31.532,31.861,32.401,33.076,33.244,33.786,32.91,33.508,33.242,32.903,32.876,32.678,32.594,32.778,32.407,32.198,32.496,31.972,31.773,30.712,30.444,30.616,30.298,30.454,30.71,30.854,30.718,31.162,31.194,31.342,31.639,31.687,32.376,32.463,31.887,31.931,31.808,32.349,31.895,32.166,32.391,32.106,32.208,32.212,32.356,31.964,32.404,32.373,32.216,32.1,31.563,32.146,31.78,31.874,31.645,31.73,32.114,32.405,32.02,31.886,31.706,31.965,31.991,31.976,32.453,32.249,32.11,31.974,32.438,31.878,32.459,32.878,32.761,33.025,33.638,33.134,33.796,34.022,33.924,34.157,34.02,34.476,34.536,34.742,34.657,34.444,34.654,34.54,34.793,33.775,33.804,33.517,33.764,33.442,33.473,33.521,33.58,33.843,33.944,34.066,34.464,34.707,35.071,35.099,35.212
1402,B,False,61.193,61.528,60.341,60.207,59.845,60.358,61.795,61.673,61.55,63.403,64.866,66.681,67.149,66.419,67.144,66.357,66.732,66.137,66.961,66.312,65.358,64.101,62.348,60.61,59.81,59.924,58.899,58.179,56.606,56.315,56.655,55.53,55.321,54.395,54.142,53.927,53.617,54.063,52.457,52.593,53.572,52.732,53.225,53.56,53.553,54.447,54.706,55.044,55.274,55.704,56.373,57.538,59.046,60.878,61.973,62.718,62.57,63.221,64.492,63.42,63.259,61.841,61.244,59.234,57.224,56.376,55.973,54.01,53.127,52.727,53.573,52.215,51.732,52.182,52.33,52.719,52.922,53.829,53.537,53.912,55.276,55.278,55.574,56.454,57.306,57.654,56.117,58.137,59.037,57.791,56.94,56.79,55.991,55.505,55.735,55.485,55.144,55.066,54.252,53.611,54.513,54.258,53.622,53.164,53.8,53.591,52.757,52.24,51.425,50.988,50.421,49.728,48.209,48.775,48.009,47.083,47.133,46.449,46.608,47.129
1403,B,False,32.863,32.981,33.398,33.639,33.733,34.038,33.28,33.381,33.068,33.222,32.941,32.896,32.385,31.782,31.784,31.645,31.928,32.368,32.687,32.855,33.284,33.727,34.238,34.337,34.505,34.505,34.337,34.189,33.62,33.777,33.47,32.965,33.169,32.713,32.764,32.331,31.876,31.799,31.539,31.638,31.666,30.696,31.068,31.121,30.873,30.951,30.841,31.423,31.984,31.909,31.727,32.126,31.761,31.764,32.164,32.055,31.659,31.833,31.348,31.391,31.544,31.133,31.115,30.88,30.304,30.226,30.011,30.162,29.367,29.034,29.104,29.299,29.449,29.751,29.698,29.129,29.299,29.282,29.371,29.22,28.875,28.418,28.573,28.188,27.611,27.958,27.888,27.459,27.222,27.18,26.656,26.83,26.131,26.559,26.968,27.007,27.334,27.588,27.293,27.631,27.235,26.934,27.625,26.971,27.347,27.949,27.35,27.741,27.385,26.795,26.525,26.431,26.828,26.968,27.016,26.885,26.86,27.008,27.099,27.27
1404,B,False,60.993,62.036,63.299,62.237,61.898,60.769,62.718,60.507,60.325,61.189,59.29,58.171,57.099,57.456,58.378,57.424,55.762,55.134,56.802,57.973,57.207,56.85,56.401,54.876,53.666,53.73,53.663,55.35,55.695,57.575,57.312,57.836,57.145,57.36,57.255,55.583,54.944,54.931,55.234,54.363,53.646,50.798,50.75,50.495,51.425,51.789,52.908,54.339,53.307,54.065,54.029,54.669,54.74,54.069,55.789,55.635,53.593,54.143,54.339,53.887,53.165,54.937,54.492,54.565,54.952,55.982,56.984,57.264,57.733,56.791,56.307,57.643,57.945,59.745,59.766,58.723,59.261,59.703,58.691,62.073,62.945,63.96,63.817,66.458,65.665,65.161,63.258,64.083,61.831,62.036,61.712,59.805,60.456,58.381,57.9,57.149,57.251,57.448,57.53,58.476,57.597,57.339,57.222,56.664,55.127,55.041,53.863,53.309,53.207,53.322,52.359,52.712,53.599,54.175,54.522,55.156,54.463,53.507,53.819,53.738
1405,B,False,42.881,43.45,44.863,44.496,44.857,43.933,44.668,44.747,44.237,43.643,44.204,43.927,43.714,43.186,43.166,43.423,43.22,43.241,43.471,43.074,42.546,43.454,44.107,43.885,44.247,45.676,46.986,47.536,49.507,50.578,51.379,52.48,52.24,51.524,50.43,49.46,47.531,46.813,46.456,45.411,44.65,44.394,43.946,44.451,45.716,45.401,46.766,48.175,48.652,48.713,49.78,50.519,50.916,50.907,49.719,52.458,52.542,52.968,53.477,52.996,52.292,54.252,53.39,53.804,54.62,55.09,53.94,54.0,53.486,53.948,53.733,53.267,52.18,50.964,50.718,51.419,50.613,50.488,49.486,49.256,49.33,49.03,49.062,49.684,49.992,50.254,50.982,52.616,53.21,54.935,55.647,57.696,59.195,59.83,59.791,61.262,62.337,61.153,61.122,60.231,58.456,58.284,58.536,58.655,58.632,58.131,58.747,59.281,58.257,57.722,57.72,58.941,59.601,60.539,60.183,61.271,61.465,62.359,62.689,63.445
1406,B,False,0.0,26.537,25.665,29.129,23.699,22.779,25.079,25.781,28.113,42.586,32.647,35.287,38.732,40.026,41.842,42.892,41.847,40.871,42.334,44.336,41.938,42.867,43.897,42.626,41.658,41.188,42.458,43.248,40.354,40.381,40.434,41.268,38.798,38.696,36.202,36.921,35.812,35.37,35.043,35.247,36.029,36.813,37.178,35.739,34.893,35.974,34.439,36.806,34.866,34.457,36.99,35.416,36.288,38.139,34.572,32.803,31.812,31.407,32.028,33.203,32.805,31.75,32.984,32.167,32.783,32.895,32.749,33.199,33.508,33.344,33.291,32.569,32.958,32.494,34.013,34.18,33.911,35.365,34.037,35.664,33.695,33.691,33.856,34.132,34.525,33.863,34.474,34.791,34.637,34.78,35.481,35.751,36.484,36.817,36.521,36.514,35.377,35.649,35.218,35.001,34.732,34.988,36.015,35.071,35.011,34.954,35.392,34.543,35.46,34.568,35.028,35.001,34.468,35.418,35.716,35.28,35.583,34.779,35.07,34.551
1407,B,False,56.535,57.026,56.478,54.586,55.901,54.679,54.763,56.211,56.09,57.218,57.226,61.201,62.442,62.583,64.406,64.32,64.463,62.342,63.211,60.311,58.004,58.085,56.379,56.572,57.405,60.011,57.046,56.831,57.727,58.241,57.944,59.132,59.802,58.356,61.24,62.239,62.891,63.313,61.962,64.617,63.763,61.35,61.708,59.451,58.115,60.778,61.1,59.768,58.698,61.15,62.085,61.952,62.09,62.136,46.241,56.84,57.134,56.818,57.833,56.299,54.269,54.782,54.932,54.58,55.95,55.366,53.141,54.465,51.962,50.495,52.787,52.314,52.575,57.277,61.729,63.719,66.265,70.247,68.281,66.917,66.528,67.896,68.465,69.319,65.395,66.659,71.498,70.205,69.92,70.609,67.278,70.217,70.791,72.928,73.61,77.13,74.422,76.449,77.418,75.577,74.692,81.022,80.013,79.567,83.041,82.888,84.491,82.087,80.788,84.952,82.839,81.056,80.586,80.87,80.43,83.248,84.305,81.26,77.046,78.978
1408,B,False,60.215,59.33,59.286,58.762,57.916,56.736,56.742,55.697,54.886,54.286,53.494,54.18,53.982,54.464,55.268,55.268,56.007,56.178,57.143,57.391,57.507,58.039,56.292,55.348,54.377,52.906,52.329,52.064,51.767,50.895,50.085,49.339,49.746,49.532,49.736,49.965,49.857,49.303,49.38,48.868,49.821,50.193,50.27,50.186,50.47,50.53,50.337,50.511,49.677,49.155,49.778,49.178,49.551,49.523,48.823,48.335,48.255,48.263,47.978,47.883,49.303,48.923,49.419,50.05,50.294,50.938,51.583,51.696,51.067,51.998,51.474,51.194,51.11146153846154,51.02892307692308,50.946384615384616,50.863846153846154,50.78130769230769,50.69876923076923,50.616230769230775,50.53369230769231,50.45115384615385,50.36861538461539,50.28607692307693,50.203538461538464,50.121,50.024,50.012,50.355000000000004,50.698,51.046,50.848,51.239,50.788,50.221,50.128,49.159,48.773,48.937,49.265,49.209,48.38,47.987,47.143,47.037,46.311,46.57,46.368,46.613,46.512,46.702,46.119,46.599,45.822,45.926,47.247,47.216,46.405,47.315,47.173,47.505
1409,B,False,51.962,51.641,52.356,52.939,52.163,49.867,51.146,51.196,48.928,51.474,51.892,51.42,51.218,51.575,51.473,53.806,55.023,54.186,55.173,53.876,54.622,52.238,51.966,53.466,54.744,54.489,55.861,55.819,58.83,58.585,58.636,58.08,59.319,60.646,61.401,61.157,60.239,60.461,61.52,65.178,66.305,67.064,67.756,70.061,73.02,75.567,76.176,78.779,79.321,78.6,79.339,77.244,76.031,80.581,81.162,79.925,78.067,78.533,75.386,75.164,76.118,78.167,76.652,75.412,76.311,75.965,76.199,75.508,74.193,75.337,76.432,76.07,75.878,76.329,75.304,77.918,75.235,74.737,76.506,74.394,73.337,73.17,73.654,72.619,71.065,73.957,75.045,73.838,75.044,75.462,76.228,75.781,74.72,74.139,72.912,75.416,76.928,79.44,78.871,80.601,78.888,78.16,78.703,78.837,80.6,78.811,78.358,79.638,80.538,78.549,74.837,73.511,71.628,71.209,71.175,71.702,72.119,73.352,74.314,72.183
1410,B,False,30.805,31.113,30.853,30.736,30.998,31.876,31.894,32.013,32.117,32.348,32.16,32.06,32.027,32.142,31.556,31.919,32.349,32.512,32.86,32.953,33.426,33.385,33.988,33.612,33.691,33.219,32.891,33.051,33.243,33.189,34.337,33.555,33.636,35.076,34.241,34.457,34.371,34.961,34.73,34.304,34.643,35.678,35.936,35.566,36.386,35.916,35.948,35.031,34.963,35.028,35.262,35.335,35.512,35.072,34.947,35.247,35.262,34.621,33.876,34.495,34.611,33.483,34.649,34.82,34.78,34.165,34.119,33.975,33.447,33.016,32.607,33.044,33.082,33.333,33.103,33.102,33.38,33.196,33.763,34.506,33.81,33.901,34.935,34.736,34.929,34.817,34.504,35.055,34.844,34.434,34.64,34.364,33.872,33.843,33.404,33.095,33.214,33.183,32.712,32.509,32.943,33.209,33.723,33.951,34.104,34.045,33.975,34.74,34.552,34.362,34.729,34.529,33.979,33.381,32.982,33.344,32.724,32.473,32.328,32.367
1411,B,False,43.783,43.884,44.296,44.522,44.538,44.7,44.83,44.915,45.371,45.376,45.511,45.787,45.846,45.699,45.669,45.487,45.422,45.574,45.334,45.332,45.185,45.198,45.1,45.059,45.122,45.415,45.381,45.397,45.579,45.777,46.321,47.036,47.187,48.112,48.205,48.346,48.728,48.871,48.969,49.564,49.871,49.919,49.172999999999995,48.427,47.681,46.935,46.189,47.574,47.872,49.264,47.57,47.776,48.354,51.139,48.657,48.968,48.882,51.546,49.287,49.509,49.812,50.05,50.293,50.363,50.382,50.114,49.951,50.111,50.409,50.611,50.722,51.096,50.637,50.975,51.411,51.381,51.818,51.41,51.136,51.145,51.214,51.516,52.062,51.575,52.078,51.802,52.452,52.08,52.191,51.435,51.467,51.074,50.864,50.645,50.438,50.315,50.455,50.397,51.189,52.074,53.313,53.744,54.626,54.998,55.37,55.343,55.947,54.434,54.397,54.371,54.022,53.233,53.027,52.633,52.846,52.09,51.561,51.235,51.916,52.05
